chapter_id,sentence_id,original,translation
3,10,保元々年七月に宇治の左府代をみだり給し時、安藝守とて御方にて勳功ありしかば、播磨守にうつて同三年太宰大貳になる。,"In July of the Kyūnengō Era (1147), during an incident at the Uji Left Palace, as Lord of Aki Province he distinguished himself in service to His Majesty. Later promoted to Governor of Harima Province and in 1150 became Grand Controller of Dazaifu."
3,11,次に平治元年十二月、信頼卿が謀反の時、御方にて賊徒を,"In December of the Heiji Era (1159), during Prince Narihira's rebellion, he led His Majesty's forces against the rebels."
3,12,うちたひらげ、勳功一にあらず、恩賞是おもかるべしとて、次の年正三位に敍せられ、うちつゞき、宰相、衛府督、檢非違使別当、中納言、大納言に歴あがて、剰へ丞相の位にいたり、左右を歴ずして内大臣より太政大臣従一位にあがる。,"His unparalleled achievements earned him promotion to Junior Third Rank in 1160. He ascended through successive offices: Minister of State, Captain of the Guards, Director of Legal Affairs, Middle Counselor, Senior Counselor, and eventually Chancellor. After serving both Left and Right Minister roles, he attained Grand Councilor status and Junior First Rank."
3,13,大將にあらね共、兵仗をたまはて隨身をめし具す。,"Even as Supreme Commander, he carried his weapons personally, never neglecting martial readiness."
3,14,牛車輦車の宣旨を蒙て、のりながら宮中を出入す。,"Granted imperial permission to use both ox-drawn and palanquin carriages, he freely traversed the palace grounds."
3,15,偏に執政の臣のごとし。,This was befitting a Regent-like statesman.
3,16,「太政大臣は一人に師範として四海に儀刑せり。國を治め、道を論じ、陰陽をやはらげをさむ。其人にあらずば即ち闕けよ。」といへり。,"They said: 'The Minister of State serves as a paragon for all, governing realms, upholding principles, and harmonizing yin and yang. Without such a man, the office itself becomes vacant.'"
3,17,されば則闕の官とも名付たり。,Hence it was called the 'Office of the Vacant' when unoccupied.
3,18,其人ならではけがすべき官ならねども、一天四海を掌の内ににぎられしうへは子細に及ばず。,"Though meant for a singular individual, the extent of governing the realm defies detailed explanation."
3,19,平家かやうに繁昌せられけるも熊野權現の御利生とぞきこえし。,The Taira's prosperity was said to be a manifestation of Kumano Gongen's grace.
3,20,其故は、古へ清盛公、いまだ安藝守たりし時、伊勢の海より船にて熊野へまゐられけるに、大きなる鱸の船にをどり入たりけるを、先達申けるは、「是は權現の御利生なり。いそぎまゐるべし。」と申ければ、清盛のたまひけるは、「昔、周の武王の船にこそ白魚は躍入したりけるなれ。是吉事なり。」とて、さばかり十戒をたもちて、精進潔齋の道なれども、調味して家の子、侍ともにくはせられけり。,"This stemmed from an earlier incident: When Kiyomori, then Lord of Aki Province, sailed to Kumano via the Ise Sea, a large red snapper leaped into his boat. The crew declared it 'a divine omen.' Recalling King Wu of Zhou's white fish omen, he maintained vegetarian vows but had the fish prepared for family and retainers."
3,21,其故にや吉事のみうちつゞいて太政大臣まできはめ給へり。,Thus his auspicious deeds culminated in appointment as Minister of State.
3,22,子孫の官途も龍の雲に上るよりは猶すみやかなり。,His descendants rose higher than the clouds of a dragon's ascent.
3,23,九代の先蹤をこえ給ふこそ目出けれ。,They surpassed even their nine ancestral generations' achievements—truly remarkable!
4,0,角て清盛公、仁安三年十一月十一日歳五十一にて病にをかされ、存命の為に忽に出家入道す。,"The lord Kiyomori, on the eleventh day of the eleventh month in the third year of仁安 (1168), at fifty-one years old, fell gravely ill and abruptly became a monk to preserve his life."
4,1,法名は淨海とこそなのられけれ。,His posthumous Buddhist name was given as Jōkai.
4,2,其しるしにや、宿病たちどころにいえて、天命を全す。,This was no mere sign of his chronic illness; it was the fulfillment of divine decree.
4,3,人のしたがひつく事吹風の草木をなびかすがごとし。,"People followed like wind-tossed grass and trees, swayed by collective动向."
4,4,世のあまねく仰げる事ふる雨の國土をうるほすに同じ。,"The world universally revered him, akin to how aged rain nourishes the earth."
4,5,六波羅殿の御一家の君達といひてしかば、花族も英雄も面をむかへ肩をならぶる人なし。,"Even among the Heike clan’s noble lords, no flower-like magnates or heroic figures dared face one another."
4,6,されば入道相國のこしうと、平大納言時忠卿ののたまひけるは「此一門にあらざらむ人は皆人非人なるべし。」とぞのたまひける。,Thus spoke the Retired Regent and Lord Chamberlain Tokitada Shigetada: 'Those outside this lineage are not truly human.'
4,7,かゝりしかば、いかなる人も相構へて其ゆかりにむすぼほれんとぞしける。,"Yet all sought to align themselves with their connections, regardless of consequence."
4,8,衣文のかきやう烏帽子のため様よりはじめて何事も六波羅樣といひてければ、一天四海の人皆是をまなぶ。,"From the style of their robes and caps, all affairs came to be called 'Heike-style,' drawing attention across the realm."
4,9,又いかなる賢王聖主の御政も攝政関白の御成敗も世にあまされたるいたづら者などの、人のきかぬ處にてなにとなうそしり傾け申事は常の習なれども、此禪門世ざかりの程は聊いるかせにも申者なし。,"Though even wise kings’ rule and regents’ decrees are criticized in secrecy, no one dared speak of the Heike’s methods—even as they transcended常规."
4,10,其故は入道相國のはかりごとに十四五六の童部を三百人そろへて、髮をかぶろにきりまはし、あかき直垂をきせて、めしつかはれけるが、京中にみち／＼て、往反しけり。,"The Retired Regent assembled three hundred young attendants (ages fourteen to sixteen), shaved their heads, dressed them in crimson straight-sleeved robes, and paraded them through Kyoto’s streets."
4,11,自ら平家の事あしざまに申者あれば、一人きゝ出さぬほどこそありけれ、餘黨に觸廻して、其家に亂入し資材雜具を追捕し、其奴を搦とて、六波羅へゐてまゐる。,"When a spy exposed Heike affairs, they would raid the informant’s home at night, seize supplies and servants, and drag them to Rokuhara."
4,12,されば目に見、心に知るといへども、詞にあらはれて申者なし。,"Though witnessed by eyes and understood by hearts, none dared commit it to speech."
4,13,六波羅殿の禿と云ひてしかば、道をすぐる馬車もよぎてぞ、通りける。,"Known as the 'Bald Ones of Rokuhara,' carriages would swerve to avoid them on roads."
4,14,禁門を出入すといへども姓名を尋らるゝに及ばず、京師の長吏これが為に目を側むとみえたり。,"They entered and exited the Imperial Gates unchecked, their names unasked, while Kyoto’s officials averted their gaze in awe."
5,0,吾身の榮花を極るのみならず、一門共に繁昌して、嫡子重盛、内大臣の左大將、次男宗盛、中納言の右大將、三男知盛、三位中將、嫡孫維盛、四位少將、すべて一門の公卿十六人、殿上人三十餘人、諸国の受領、衞府、諸司、都合六十餘人なり。,"Not only did I reach the peak of glory, but my entire clan flourished: eldest son Shigemori became Left Major Captain under Minister of the Interior; second son Munemori attained Right Major Captainship as Middle Counselor; third son Tomomori held Third Rank Lieutenant position; grandson Yoshimori was appointed Fourth Rank Junior General. In total, sixteen court nobles from our lineage, over thirty attendants at court, regional governors across provinces, officials in palace guards and ministries - altogether more than sixty positions were held by my family."
5,1,世にはまた人なくぞ見えられける。,In this world there was no one comparable to him.
5,2,昔奈良の御門の御時、神龜五年、朝家に中衞の大將をはじめおかれ、大同四年に中衞を近衞と改られしよりこのかた、兄弟左右に相並事僅に三四箇度なり。,"During the time of Nara's imperial gates, in 729 (Kinmu 5), the first Major Captain of Middle Palace Guards was established. Since their renaming to Imperial Guards in 809 (Daido 4), brothers holding concurrent left-right positions occurred only three or four times."
5,3,文徳天皇の御時は左に良房右大臣左大將、右に良相、大納言の右大將、是は閑院の左大臣冬嗣の御子なり。,"During Emperor Montoku's reign: on the left, Yoshifumi Saionji served as Right Minister and Left Major Captain; on the right, Yoshimitsu held Middle Counselor position with Right Major Captainship - both being sons of Michitaka, Left Minister of闲院 Palace."
5,4,朱雀院の御宇には左に実頼、小野宮殿、右に師輔、九條殿、貞信公の御子なり。,"During Emperor Suzaku's reign: on the left, Sanekuni (of Ono Palace) served; on the right, Michitaka (of Kujō Palace) - both sons of Sadaijin Sanezumi."
5,5,御冷泉院の御時は、左に教通、大二條殿、右に頼宗、堀河殿、御堂の関白の御子なり。,"During Emperor Chōmei's reign: on the left, Noritomo (of Dainijō Palace); on the right, Yorimune (of Horikawa Palace) - sons of Regent Michinaga from the 御堂院 lineage."
5,6,二條院の御宇には左に基房、松殿、右に兼実、月輪殿、法性寺殿の御子なり。,"During Emperor Go-Shirakawa's reign: on the left, Motofusa (of Matsu-den) and on the right, Kanezane (of Tsukinowa-den) - sons of 法性寺殿 lineage."
5,7,是皆攝,All these were unprecedented
5,8,禄の臣の御子息、凡人にとりては其例なし。,"For the sons of Roku-no-kami nobles, such occurrences had no precedent among ordinary people."
5,9,殿上の交をだにきらはれし人の子孫にて禁色雜袍をゆり、綾羅錦繍を身にまとひ、大臣大將になて、兄弟、左右に相並事、末代とはいひながら不思議なりし事どもなり。,"Even descendants of those shunned at court, wearing forbidden colored surcoats and silk brocades, holding Minister-Major Captain positions with brothers serving concurrently left-right - though this seems miraculous for later generations."
5,10,其外御娘八人おはしき。,"Additionally, eight princesses graced the court."
5,11,皆とり／＼に幸給へり。,All received imperial favors and stipends.
5,12,一人は櫻町の中納言重教卿の北の方にておはすべかりしが、八歳の時約束ばかりにて平治の亂以後ひきちがへられ、花山院の左大臣殿の御臺盤所にならせ給て君達あまたましましけり。,"One was destined to be Northern Consort of Middle Counselor Shigeyuki Sakura-machi, but at age eight during the Heiji Disturbance, she was taken from her betrothed and raised as the concubine of Hana-no-Miya (left minister) in the Imperial Palace's music pavilion."
5,13,抑この重教卿の櫻町の中納言と申ける事はすぐれて心數奇給へる人にて、つねは吉野山をこひ、町に櫻をうゑならべ、其内に屋を立て、すみたまひしかば、来る年の春ごとに、みる人櫻町とぞ申ける。,"Moreover, this Shigeyuki (Middle Counselor of Sakura-machi) was known for his ingenious mind. He often resided in Yoshino Mountain and planted cherry blossoms throughout the city. Wherever he settled, people would name that area 'Sakura Town' expecting spring blooms."
5,14,櫻はさいて七箇日にちるを、名殘を惜み天照御神に祈申されければ、三七日迄名残ありけり。,"Though cherry blossoms typically last seven days, through prayers to Amaterasu, they would remain for twenty-one days."
5,15,君も賢王にてましませば神も神徳を輝かし、花も心ありければ、二十日の齡をたもちけり。,"If a wise ruler governed, the gods would shine their virtue and flowers would gain soul - lasting twenty days."
5,16,一人は后にたゝせ給ふ。,One became Empress Dowager later.
5,17,王子御誕生ありて皇太子に立ち、位につかせ給しかば、院號かうぶらせ給ひて、建禮門院とぞ申ける。,"When a prince was born and made Crown Prince, the retired emperor's title was granted as Kenrei-mon'in."
5,18,入道相國の御娘なるうへ、天下の國母にてましましければとかう申におよばず。,Even the daughter of Retired Regent became 'Mother of the Realm' without needing titles.
5,19,一人は六條攝政殿の北政所にならせ給ふ。,One served as Northern Consort to the Regent at Rokujo Palace.
5,20,高倉院御在位の時御母代とて准三后の宣旨をかうぶり、白河殿とておもき人にてましましけり。,
5,21,一人は普賢寺殿の北の政所にならせ給ふ。,One became Northern Consort at Bussho-ji Palace.
5,22,一人は冷泉大納言隆房卿の北方。,Another served as Northern Consort to Gon-Chūnagon Takafuji.
5,23,一人は七條修理大夫信隆卿に相具し給へり。,"One was married to Shinakata, Repair Commissioner of Shichijō."
5,24,又安藝國嚴島の内侍が腹に一人おはせしは、後白河の法皇へまゐらせたまひて女御のやうにてぞましましける。,"Another, born to a serving woman at Iwakuni in Aki Province, was raised as Imperial Consort to Retired Emperor Go-Shirakawa."
5,25,其外九條院の雜仕常葉が腹に一人。,"Additionally, one from Chika's belly at Kujō Palace."
5,26,これは花山院殿に上臈女房にて廊の御方とぞ申ける。,This was the chamberlain lady of Hana-no-Miya's corridor.
5,27,日本秋津島は纔に六十六箇國、平家知行の国三十餘箇国、既に半國にこえたり。,"Japan (Akitsushima) comprises sixty-six provinces, with Taira-controlled regions exceeding thirty - more than half the nation."
5,28,其外莊園田畠いくらといふ數をしらず。,Not counting manors and fields...
5,29,綺羅充滿して、堂上花の如し。,Their wealth overflowed like aristocratic blossoms.
5,30,軒騎群集して門前市をなす。,"Horsemen gathered, creating markets at gateways."
5,31,楊州の金、荊州の珠、呉郡の綾、蜀江の錦、七珍萬寶一として闕たる事なし。,"Gold from Yangzhou, pearls from Jingzhou, brocade from Wu commandery, silk from Shu River - no treasures were lacking."
5,32,歌堂舞閣の基、魚龍爵馬の翫物、恐らくは帝闕も仙洞も是にはすぎじとぞ見えし。,"Palace music halls and dance pavilions, with dragon-fish and horse-jewel decorations - even celestial palaces could not surpass this splendor."
6,0,入道相國、一天四海をたなごゝろのうちににぎりたまひし間、世のそしりをもはばからず、人の嘲りをもかへり見ず、不思議の事をのみし給へり。,"During the time when Lord Nīdō (Kiyomori) casually gathered the four seas under his authority, he neither avoided societal scorn nor turned away from people's mockery, devoting himself solely to mysterious matters."
6,1,たとへば其比都に聞えたる白拍子の上手、祇王祇女とて兄弟あり、とぢといふ白拍子が娘なり。,"For example, in the capital there was a renowned shirabyoshi (white drummer) named Jijō Jijū, siblings who were mother and daughter. Their daughter Tōji was also an expert white drummer."
6,2,姊の祇王を入道相國最愛せられければ、是によて妹の祇女をも世の人もてなす事なのめならず。,"Since the elder sister Jijō was most beloved by Lord Nīdō, it naturally followed that his younger sister Jijū would not be neglected by worldly people."
6,3,母とぢにもよき屋つくてとらせ、毎月百石百貫をおくられければ、家内富貴してたのしい事なのめならず。,"Their mother was provided with a fine house, given 100 koku and 100 man of rice monthly. This made their household prosperous and enjoyable beyond measure."
6,4,抑我朝に白拍子のはじまりける事は、昔鳥羽院の御宇に島の千歳和歌の前とてこれら二人がまひいだしたりけるなり。,"Indeed, the origin of white drummers in our land dates back to the reign of Emperor Toba, when these two women first performed before His Majesty at the Island of Thousand Years' Poetry Contest."
6,5,始めは水干に立烏帽子、白鞘卷をさいて、舞ひければ、男舞とぞ申ける。,"Originally, they wore montsuki (formal kimono) with standing hachimaki (headgear), white-sheathed sword sashes, and were called male dancers when performing."
6,6,然るを中比より烏帽子、刀をのけられ、水干ばかりをもちゐたり、さてこそ白拍子とは名付けれ。,"However, from the middle period onward they removed their hachimaki and swords, wearing only montsuki. Thus were truly named white drummers."
6,7,京中の白拍子ども祇王が幸の目出度きやうをきいてうらやむ者もあり、そねむ者もありけり。,"In the capital, many white drummers envied Jijō's good fortune - some admired her, others begrudged her happiness."
6,8,羡む者共は「あなめでたの祇王御前が幸や。おなじあそび女とならば、誰もみなあの樣でこそありたけれ。いかさま是は祇といふ文字を名についてかくはめでたきやらん。,"The envious ones said: 'Alas, how fortunate Lady Jijō! If all playgirls could become like her, surely everyone would. This 'Ji' character in their names must be some divine curse!'"
6,9,そねむ者どもは「なん條名により、文字にはよるべき。幸はたゞ前世の生れつきにてこそあんなれ。」とてつかぬ者もおほかりけり。,"The begrudging ones claimed: 'Fortune depends not on names, but on karmic predisposition from past lives.' Many remained unconvinced."
