,chapter_id,original,translation
47,3,其子どもは諸衞の佐になり、昇殿せしに殿上のまじはりを人きらふに及ばず。,"His children became attendants of the court, but when they were allowed to ascend the palace, they could not discern the customs of the court."
48,3,されば則闕の官とも名付たり。,"Therefore, the office was also called the ""vacant office."""
49,3,「太政大臣は一人に師範として四海に儀刑せり。國を治め、道を論じ、陰陽をやはらげをさむ。其人にあらずば即ち闕けよ。」といへり。,"""The Chief Minister is the only one who serves as a model for the entire country. He governs the nation, discusses the way, and harmonizes the yin and yang. If there is no such person, then the state is in disorder."" Thus it was said."
50,3,子孫の官途も龍の雲に上るよりは猶すみやかなり。,The official career of his descendants surpassed even the rising of the dragon's cloud.
51,3,偏に執政の臣のごとし。,He was a prime minister and chief administrator.
52,3,牛車輦車の宣旨を蒙て、のりながら宮中を出入す。,"He was granted permission to ride in a cow cart and a palanquin, and could enter and exit the palace while riding."
53,3,にるを友とかやの風情に忠盛もすいたりければ、かの女房も優なりけり。,"Because Tadamasa was known for his friendship and manner, that concubine was also refined."
54,3,薩摩守忠度の母、是なり。,This was the mother of Sadamori.
55,3,九代の先蹤をこえ給ふこそ目出けれ。,It was a great achievement to surpass the lineage of nine generations.
56,3,かくて忠盛刑部卿になて、仁平三年正月十五日歳五十八にてうせにき。,"Thus, Tadamasa became Minister of Justice, and on the fifteenth day of the first month of the year Renpō 3, he died at the age of fifty-eight."
57,3,と申たりければ、御感ありけり。,"When he said this, the Emperor was moved."
58,3,とよみたりければ、いとゞあさからずぞおもはれける。,"When she said this, it was greatly admired."
59,3,忠盛又仙洞に最愛の女房をもてかよはれけるが、ある時、其女房のつぼねに、つまに月出したる扇をわすれて出られたりければ、かたへの女房たち「是はいづくよりの月影ぞや。出どころおぼつかなし。」などわらひあはれければ、彼女房、雲井よりたゞもりきたる月なれば、おぼろげにてはいはじとぞ思ふ。,"Tadamasa had a beloved concubine at Zen-dō. One day, the concubine forgot to bring a fan with a moon design and went out. The other concubines laughed and said, ""Where did this moonlight come from? It's unclear."" She replied, thinking that the moonlight came from the cloud well at Un-no, and was therefore indistinct."
60,3,其比、忠盛、備前國より都へのぼりたりけるに、鳥羽院「明石浦はいかに。」と御尋ありければ、あり明の月もあかしのうら風に、浪ばかりこそよると見えしか。,"At that time, Tadamasa ascended from Bizen Province to the capital. When the Emperor asked, ""What is the situation at Akashi Bay?"" the moonlight reflected on the clear waters, and it seemed only the waves were beautiful."
61,3,大將にあらね共、兵仗をたまはて隨身をめし具す。,"Although he was not the commander-in-chief, he was given military authority and was provided with attendants."
62,3,保元々年七月に宇治の左府代をみだり給し時、安藝守とて御方にて勳功ありしかば、播磨守にうつて同三年太宰大貳になる。,"In the seventh month of the first year of Hōgen, when he was given the position of Left Minister's Deputy at Uji in an improper manner, because he had served as Governor of Aki and had been commended by the Emperor, he was transferred to Governor of Harima and in the same year became Chief Administrator of the Tōdai."
63,3,清盛嫡男たるによてその迹をつぐ。,He inherited the position because he was the eldest son of Kiyomori.
64,3,其故にや吉事のみうちつゞいて太政大臣まできはめ給へり。,"Therefore, the good fortune continued and he was elevated to the position of Chief Minister."
65,3,其故は、古へ清盛公、いまだ安藝守たりし時、伊勢の海より船にて熊野へまゐられけるに、大きなる鱸の船にをどり入たりけるを、先達申けるは、「是は權現の御利生なり。いそぎまゐるべし。」と申ければ、清盛のたまひけるは、「昔、周の武王の船にこそ白魚は躍入たりけるなれ。是吉事なり。」とて、さばかり十戒をたもちて、精進潔齋の道なれども、調味して家の子、侍ともにくはせられけり。,"The reason for this was that in ancient times, when Kiyomori was still Governor of Aki, he traveled by boat from the sea of Ise to Kumano. He saw a large crucian carp jump into his boat. The guide said, ""This is a blessing from the deity. You should hurry to pay your respects."" Kiyomori replied, ""In ancient times, the White Fish jumped into the boat of King Wu of Zhou. This is a good omen."" Thus, he carried ten precepts, and although he followed the path of purification and fasting, he prepared seasoned food for his family and servants."
66,3,平家かやうに繁昌せられけるも熊野權現の御利生とぞきこえし。,The prosperity of the Heike was said to be due to the blessings of the Kumano Gongen.
67,3,この歌は金葉集にぞ入られける。,This poem was included in the Kankashū.
68,3,其人ならではけがすべき官ならねども、一天四海を掌の内ににぎられしうへは子細に及ばず。,"Although this position could only be held by a suitable person, it was not fully within the control of the holder to manage the entire world and the four seas."
69,4,世のあまねく仰げる事ふる雨の國土をうるほすに同じ。,"The world universally praises things, just as the rain nourishes the land."
70,4,人のしたがひつく事吹風の草木をなびかすがごとし。,"The actions of people spread like the wind, causing grass and trees to sway."
71,4,されば入道相國のこしうと、平大納言時忠卿ののたまひけるは「此一門にあらざらむ人は皆人非人なるべし。」とぞのたまひける。,"Therefore, the former Minister of the Monastic Order, the Lord of Rokuhara, and the Minister of the Left, Tadamasa, said, ""Those who are not of this lineage are surely neither human nor beast."""
72,4,六波羅殿の御一家の君達といひてしかば、花族も英雄も面をむかへ肩をならぶる人なし。,"Thus, when speaking of the family of the Lord of Rokuhara, there is no one among the noble houses or heroes who would not face each other and stand side by side."
73,4,衣文のかきやう烏帽子のため樣よりはじめて何事も六波羅樣といひてければ、一天四海の人皆是をまなぶ。,"From the way of dressing, the style of the cap, and everything else, they began to call them the Rokuhara style, and so all people across the heavens and seas followed this example."
74,4,又いかなる賢王聖主の御政も攝政關白の御成敗も世にあまされたるいたづら者などの、人のきかぬ處にてなにとなうそしり傾け申事は常の習なれども、此禪門世ざかりの程は聊いるかせにも申者なし。,"Again, it is customary for the wise kings and holy sovereigns, the decisions of regents and chancellors, and the deeds of those who have long been respected by the world, to be spoken of in places where people do not listen, but in this age of Zen, there is no one who would dare to speak of such things."
75,4,其故は入道相國のはかりごとに十四五六の童部を三百人そろへて、髮をかぶろにきりまはし、あかき直垂をきせて、めしつかはれけるが、京中にみち／＼て、往反しけり。,"The reason for this is that the Lord of Rokuhara, the Monastic Minister, had arranged for fifteen to sixteen boys, a total of three hundred, to have their hair cut and to wear bright robes, and they went back and forth throughout Kyoto."
76,4,禁門を出入すといへども姓名を尋らるゝに及ばず、京師の長吏これが為に目を側むとみえたり。,"Although they entered and exited the imperial gate, they were not asked for their names, and the officials of the capital seemed to have turned their eyes away for this reason."
77,4,かゝりしかば、いかなる人も相構へて其ゆかりにむすぼほれんとぞしける。,"Thus, no matter who they were, all people sought to be connected to this lineage."
78,4,角て清盛公、仁安三年十一月十一日歳五十一にて病にをかされ、存命の爲に忽に出家入道す。,"Minamoto no Tadamasa, on the eleventh day of the eleventh month in the third year of the Ren-an era, at the age of fifty-one, fell ill and, in order to preserve his life, suddenly renounced the world and entered the monastic life."
79,4,法名は淨海とこそなのられけれ。,His posthumous name was given as Jōkai.
80,4,其しるしにや、宿病たちどころにいえて、天命を全す。,"Thus, as a sign, his long-standing illness was immediately cured, and he completed his fate under heaven."
81,4,されば目に見、心に知るといへども、詞にあらはれて申者なし。,"Thus, although one might see it with one's eyes and know it with one's heart, there was no one who dared to express it in words."
82,4,自ら平家の事あしざまに申者あれば、一人きゝ出さぬほどこそありけれ、餘黨に觸廻して、其家に亂入し資材雜具を追捕し、其奴を搦とて、六波羅へゐてまゐる。,"Because there were people who spoke ill of the Minamoto family, there was not a single person who did not hear of it; thus, they spread among the remnants, entered the house, seized the property and belongings, captured the servants, and went to Rokuhara."
83,4,六波羅殿の禿と云ひてしかば、道をすぐる馬車もよぎてぞ、通りける。,"Because they were called the Rokuhara bald ones, even carriages and horses passed by without stopping."
84,5,軒騎群集して門前市をなす。,"Gold from Yangzhou, pearls from Jingzhou, silk from Wu, brocade from Shu River—there is not a single one of the seven treasures or ten thousand precious things missing."
85,5,又安藝國嚴島の内侍が腹に一人おはせしは、後白河の法皇へまゐらせたまひて女御のやうにてぞましましける。,"Another was the daughter of the attendant of the Lady of the Six-Stripe Palace, who was sent to the Emperor Go-Shirakawa as a concubine."
86,5,楊州の金、荊州の珠、呉郡の綾、蜀江の錦、七珍萬寶一として闕たる事なし。,"The foundations of halls for poetry and dance, and the playthings of fish, dragons, jugs, and horses—perhaps even the imperial palace or the fairy cave would not surpass this."
87,5,これは花山院殿に上臈女房にて廊の御方とぞ申ける。,"Japan's Autumn Tsushima is but sixty-six provinces, the lands of the Heike clan are more than thirty provinces, already surpassing half the country."
88,5,其外九條院の雜仕常葉が腹に一人。,"Another was the daughter of the attendant of the Lady of the Six-Stripe Palace, who was called the Lady of the Corridor."
89,5,其外莊園田畠いくらといふ數をしらず。,"Rich in silks and luxuries, like a blooming flower in the court."
90,5,日本秋津島は纔に六十六箇國、平家知行の國三十餘箇國、既に半國にこえたり。,"In addition, the number of estates and fields is unknown."
91,5,昔奈良の御門の御時、神龜五年、朝家に中衞の大將をはじめおかれ、大同四年に中衞を近衞と改られしよりこのかた、兄弟左右に相並事僅に三四箇度なり。,"In the days of the Nara gate, in the seventh year of the Kankō era, the imperial court appointed a Chief of the Middle Guard. From the fourth year of the Daitō era, when the Middle Guard was renamed the Near Guard, until now, there have been only a few instances—only three or four—where brothers served on the left and right sides of the court."
92,5,文徳天皇の御時は左に良房右大臣左大將、右に良相、大納言の右大將、是は閑院の左大臣冬嗣の御子なり。,"In the reign of Emperor Mutsu, on the left was Rōhō, the Right Minister and Left Great General, and on the right was Rōsō, the Right Great General and Minister of the Interior. These were the sons of the Left Minister, Shōshi, of the Ikan-in."
93,5,朱雀院の御宇には左に實頼、小野宮殿、右に師輔、九條殿、貞信公の御子なり。,"In the reign of Emperor Kōkō, on the left was Shikira, the Small野 Palace, and on the right was Shisō, the Kujō Palace. These were the sons of the Minister of the Interior,贞信公."
94,5,一人は櫻町の中納言重教卿の北の方にておはすべかりしが、八歳の時約束ばかりにて平治の亂以後ひきちがへられ、花山院の左大臣殿の御臺盤所にならせ給て君達あまたましましけり。,"One of them was the wife of the Minister of the Interior, Shigekatsu, of the Sakura-machi. But when she was eight years old, she was promised in marriage, but after the Heiji Rebellion, the arrangement changed, and she was placed in the residence of the Left Minister of the Hana-yama Palace, and many of the courtiers were her attendants."
95,5,抑この重教卿を櫻町の中納言と申ける事はすぐれて心數奇給へる人にて、つねは吉野山をこひ、町に櫻をうゑならべ、其内に屋を立て、すみたまひしかば、來る年の春ごとに、みる人櫻町とぞ申ける。,"The reason this Shigekatsu was called the Minister of the Interior of Sakura-machi was that he was a man of strange fortune. He always loved the Yoshino Mountains and arranged cherry blossoms in the town, building a house within them. Because he stayed there, people began to call the place ""Sakura-machi"" every spring."
96,5,一人は普賢寺殿の北の政所にならせ給ふ。,One of them was made the Lady of the Northern Court of the Priest of the Bodhisattva Hall.
97,5,高倉院御在位の時御母代とて准三后の宣旨をかうぶり、白河殿とておもき人にてましましけり。,"During the reign of the Emperor at Takakura, she served as the mother-in-law to the emperor, and was granted the title of the quasi-third consort, and was regarded as a person of great importance."
98,5,一人は六條の攝政殿の北政所にならせ給ふ。,One of them was made the Lady of the Northern Court of the Regent of the Six-Stripe Palace.
99,5,入道相國の御娘なるうへ、天下の國母にてましましければとかう申におよばず。,"Because she was the daughter of the retired emperor, and was the mother of the country, she was called by a title beyond that of the imperial consort."
100,5,王子御誕生ありて皇太子に立ち、位につかせ給しかば、院號かうぶらせ給ひて、建禮門院とぞ申ける。,"When the prince was born and became the crown prince, he was given a position, and the imperial title was bestowed upon him, and he was called the Lady of the Gate of Reason."
101,5,一人は后にたゝせ給ふ。,One of them was later given in marriage.
102,5,一人は冷泉大納言隆房卿の北方。,"One of them was made the Lady of the Northern Court of the Minister of the Interior, Rikyū."
103,5,一人は七條修理大夫信隆卿に相具し給へり。,"One of them was made the Lady of the Northern Court of the Minister of Works, Shinryō."
104,5,綺羅充滿して、堂上花の如し。,"A crowd of horses and carriages gathered, forming a market at the gate."
105,5,君も賢王にてましませば神も神徳を輝かし、花も心ありければ、二十日の齡をたもちけり。,"Because he was a wise king, the gods shone with their virtue, and the flowers, too, had feelings, so he lived to be twenty days old."
106,5,櫻はさいて七箇日にちるを、名殘を惜み天照御神に祈申されければ、三七日迄名殘ありけり。,"The cherry blossoms bloomed for seven days, but because he prayed to the sun goddess Amaterasu out of longing, they bloomed for twenty-one days."
107,5,是皆攝,These were all the sons of officials.
108,5,其外御娘八人おはしき。,"In addition, there were eight daughters."
109,5,殿上の交をだにきらはれし人の子孫にて禁色雜袍をゆり、綾羅錦繍を身にまとひ、大臣大將になて、兄弟、左右に相並事、末代とはいひながら不思議なりし事どもなり。,"The descendants of those who were even disliked by the court, wearing imperial robes and fine silks, and rising to the ranks of minister and general, with brothers serving on the left and right, are strange things, though not of the last generation."
110,5,祿の臣の御子息、凡人にとりては其例なし。,"The sons of officials, for ordinary people, is not an example to follow."
111,5,二條院の御宇には左に基房、松殿、右に兼實、月輪殿、法性寺殿の御子なり。,"In the reign of Emperor Nijō, on the left was Kihō, the Pine Palace, and on the right was Kanemitsu, the Moon Wheel Palace. These were the sons of the Minister of the Interior, Hōjō-ji."
112,5,皆とり／＼に幸給へり。,All of them were married to noble families.
113,5,吾身の榮花を極るのみならず、一門共に繁昌して、嫡子重盛、内大臣の左大將、次男宗盛、中納言の右大將、三男知盛、三位中將、嫡孫維盛、四位少將、すべて一門の公卿十六人、殿上人三十餘人、諸國の受領、衞府、諸司、都合六十餘人なり。,"Not only did I reach the peak of my glory, but my entire family flourished together. The eldest son, Shigemasa, was the Left Great General and Minister of the Interior; the second son, Munemasa, was the Right Great General and Minister of the Interior; the third son, Shigekatsu, was the Middle General of the Third Rank; the eldest grandson, Moromasa, was the Young General of the Fourth Rank. Altogether, there were sixteen nobles of the family in the court, more than thirty courtiers, and over sixty officials in charge of various provinces, guards, and offices."
114,5,世にはまた人なくぞ見えられける。,There was no one else in the world.
115,5,御冷泉院の御時は、左に教通、大二條殿、右に頼宗、堀河殿、御堂の關白の御子なり。,"In the reign of Emperor Cold Spring, on the left was Kōtō, the Great Second Kujō Palace, and on the right was Yorizō, the堀 River Palace. These were the sons of the Chancellor of the御堂."
116,6,たとへば其比都に聞えたる白拍子の上手、祇王祇女とて兄弟あり、とぢといふ白拍子が娘なり。,"For example, there was a master of the white dance in the province of Izu, and he had a brother and sister, the latter being the daughter of a woman named Tōji."
117,6,羨む者共は「あなめでたの祇王御前が幸や。おなじあそび女とならば、誰もみなあの樣でこそありたけれ。いかさま是は祇といふ文字を名についてかくはめでたきやらん。いざ我等もついて見む。」とて或は祇一と付き、祇二と付き、或は祗福祗徳などいふ者も有けり。,"Those who envied her said, ""How fortunate is Jōō! If we were all as fortunate as she is, we would all be like her. How wonderful it is that her name is Jō! Let us go and see for ourselves."" So some followed her as Jōichirō, Jōni, and others named Jōfuku, Jōtokku, and so on."
118,6,一人參らむはあまりにものうしとて妹の祇女をも相具しけり。,"Jōō thought, ""What is this? I have done nothing wrong, but I have been treated this way. How can I do anything?"" She was so sad that tears fell from her eyes."
119,6,其後入道は祇王が心の内をも知たまはず、「いかに其後何事かある。さては佛御前があまりにつれ／＼げに見ゆるに、今樣一つ歌へかし。」とのたまへば、祇王參る程では、ともかうも入道殿の仰をば背くまじと思ひければ、落つる涙をおさへて、今樣一つぞ歌うたる。,"When she sang it twice, all the people present, from the Minister of the Buddha's Way to the court officials, the imperial court, and the attendants, were moved to tears."
120,6,縱ひ都を出さるとも、我御前たちは年若ければ、如何ならん岩木のはざまにても過さん事安かるべし。,Only live in the capital.
121,6,年老い衰へたる母都の外へぞ出されんずらん。,This is the way of filial piety for this life and the next.
122,6,習はぬ旅の住居こそかねて思ふも悲しけれ。,"Jōō thought this was a good way, but she was ashamed to disobey her parents, so she decided to leave again."
123,6,唯我を都の内にて住果させよ。,"She also took her sister, Jōjo, with her."
124,6,其ぞ今生後生の孝養と思はむずる。,"In addition to two white dancers, they all got on a single carriage and went to the West Eight Streets."
